date,city,category,cpi
2015-03-01,Lucknow,Transport and Communication,102.2
2015-04-01,Lucknow,Transport and Communication,103.44
2015-05-01,Lucknow,Transport and Communication,103.99
2015-06-01,Lucknow,Transport and Communication,103.93
2015-07-01,Lucknow,Transport and Communication,103.77
2015-08-01,Lucknow,Transport and Communication,104.26
2015-09-01,Lucknow,Transport and Communication,103.61
2015-10-01,Lucknow,Transport and Communication,103.86
2015-11-01,Lucknow,Transport and Communication,103.53
2015-12-01,Lucknow,Transport and Communication,103.3
2016-01-01,Lucknow,Transport and Communication,103.37
2016-02-01,Lucknow,Transport and Communication,104.34
2016-03-01,Lucknow,Transport and Communication,105.12
2016-04-01,Lucknow,Transport and Communication,106.56
2016-05-01,Lucknow,Transport and Communication,107.71
2016-06-01,Lucknow,Transport and Communication,107.78
2016-07-01,Lucknow,Transport and Communication,108.28
2016-08-01,Lucknow,Transport and Communication,108.29
2016-09-01,Lucknow,Transport and Communication,109.96
2016-10-01,Lucknow,Transport and Communication,110.12
2016-11-01,Lucknow,Transport and Communication,110.73
2016-12-01,Lucknow,Transport and Communication,110.58
2017-01-01,Lucknow,Transport and Communication,111.07
2017-02-01,Lucknow,Transport and Communication,112.32
2017-03-01,Lucknow,Transport and Communication,113.38
2017-04-01,Lucknow,Transport and Communication,114.46
2017-05-01,Lucknow,Transport and Communication,115.71
2017-06-01,Lucknow,Transport and Communication,115.85
2017-07-01,Lucknow,Transport and Communication,115.68
2017-08-01,Lucknow,Transport and Communication,115.61
2017-09-01,Lucknow,Transport and Communication,115.92
2017-10-01,Lucknow,Transport and Communication,115.83
2017-11-01,Lucknow,Transport and Communication,114.93
2017-12-01,Lucknow,Transport and Communication,115.19
2018-01-01,Lucknow,Transport and Communication,115.09
2018-02-01,Lucknow,Transport and Communication,115.79
2018-03-01,Lucknow,Transport and Communication,116.01
2018-04-01,Lucknow,Transport and Communication,115.51
2018-05-01,Lucknow,Transport and Communication,116.29
2018-06-01,Lucknow,Transport and Communication,117.57
2018-07-01,Lucknow,Transport and Communication,118.22
2018-08-01,Lucknow,Transport and Communication,118.41
2018-09-01,Lucknow,Transport and Communication,117.95
2018-10-01,Lucknow,Transport and Communication,119.26
2018-11-01,Lucknow,Transport and Communication,119.15
2018-12-01,Lucknow,Transport and Communication,119.91
2019-01-01,Lucknow,Transport and Communication,121.8
2019-02-01,Lucknow,Transport and Communication,122.55
2019-03-01,Lucknow,Transport and Communication,121.78
2019-04-01,Lucknow,Transport and Communication,122.57
2019-05-01,Lucknow,Transport and Communication,123.64
2019-06-01,Lucknow,Transport and Communication,125.48
2019-07-01,Lucknow,Transport and Communication,125.57
2019-08-01,Lucknow,Transport and Communication,126.57
2019-09-01,Lucknow,Transport and Communication,126.06
2019-10-01,Lucknow,Transport and Communication,126.61
2019-11-01,Lucknow,Transport and Communication,128.38
2019-12-01,Lucknow,Transport and Communication,130.11
2020-01-01,Lucknow,Transport and Communication,130.9
2020-02-01,Lucknow,Transport and Communication,131.24
2020-03-01,Lucknow,Transport and Communication,131.97
2020-04-01,Lucknow,Transport and Communication,132.36
2020-05-01,Lucknow,Transport and Communication,132.91
2020-06-01,Lucknow,Transport and Communication,133.68
2020-07-01,Lucknow,Transport and Communication,133.53
2020-08-01,Lucknow,Transport and Communication,133.78
2020-09-01,Lucknow,Transport and Communication,134.84
2020-10-01,Lucknow,Transport and Communication,134.76
2020-11-01,Lucknow,Transport and Communication,135.94
2020-12-01,Lucknow,Transport and Communication,137.71
2021-01-01,Lucknow,Transport and Communication,138.23
2021-02-01,Lucknow,Transport and Communication,139.24
2021-03-01,Lucknow,Transport and Communication,140.08
2021-04-01,Lucknow,Transport and Communication,139.44
2021-05-01,Lucknow,Transport and Communication,140.71
2021-06-01,Lucknow,Transport and Communication,142.24
2021-07-01,Lucknow,Transport and Communication,142.34
2021-08-01,Lucknow,Transport and Communication,142.77
2021-09-01,Lucknow,Transport and Communication,142.96
2021-10-01,Lucknow,Transport and Communication,144.49
2021-11-01,Lucknow,Transport and Communication,145.12
2021-12-01,Lucknow,Transport and Communication,146.5
2022-01-01,Lucknow,Transport and Communication,147.63
2022-02-01,Lucknow,Transport and Communication,146.94
2022-03-01,Lucknow,Transport and Communication,148.03
2022-04-01,Lucknow,Transport and Communication,148.56
2022-05-01,Lucknow,Transport and Communication,149.72
2022-06-01,Lucknow,Transport and Communication,152.02
2022-07-01,Lucknow,Transport and Communication,153.48
2022-08-01,Lucknow,Transport and Communication,154.01
2022-09-01,Lucknow,Transport and Communication,154.75
2022-10-01,Lucknow,Transport and Communication,155.09
2022-11-01,Lucknow,Transport and Communication,156.58
2022-12-01,Lucknow,Transport and Communication,158.63
2023-01-01,Lucknow,Transport and Communication,157.27
2023-02-01,Lucknow,Transport and Communication,156.93
2023-03-01,Lucknow,Transport and Communication,157.14
2023-04-01,Lucknow,Transport and Communication,158.74
2023-05-01,Lucknow,Transport and Communication,159.62
2023-06-01,Lucknow,Transport and Communication,161.51
2023-07-01,Lucknow,Transport and Communication,163.67
2023-08-01,Lucknow,Transport and Communication,163.7
2023-09-01,Lucknow,Transport and Communication,164.13
2023-10-01,Lucknow,Transport and Communication,164.97
2023-11-01,Lucknow,Transport and Communication,164.71
2023-12-01,Lucknow,Transport and Communication,164.61
2024-01-01,Lucknow,Transport and Communication,164.03
2024-02-01,Lucknow,Transport and Communication,164.75
2024-03-01,Lucknow,Transport and Communication,165.03
2024-04-01,Lucknow,Transport and Communication,166.46
2024-05-01,Lucknow,Transport and Communication,168.28
2024-06-01,Lucknow,Transport and Communication,169.72
2024-07-01,Lucknow,Transport and Communication,171.26
2024-08-01,Lucknow,Transport and Communication,171.94
2024-09-01,Lucknow,Transport and Communication,174.47
2024-10-01,Lucknow,Transport and Communication,176.63
2024-11-01,Lucknow,Transport and Communication,177.75
2024-12-01,Lucknow,Transport and Communication,177.9
2025-01-01,Lucknow,Transport and Communication,178.47
2025-02-01,Lucknow,Transport and Communication,178.65
2025-03-01,Lucknow,Transport and Communication,180.64
2025-04-01,Lucknow,Transport and Communication,181.61
2025-05-01,Lucknow,Transport and Communication,180.96
2025-06-01,Lucknow,Transport and Communication,180.46
2025-07-01,Lucknow,Transport and Communication,179.46
2025-08-01,Lucknow,Transport and Communication,179.58
2025-09-01,Lucknow,Transport and Communication,180.8
2025-10-01,Lucknow,Transport and Communication,182.2
2025-11-01,Lucknow,Transport and Communication,183.11
2025-12-01,Lucknow,Transport and Communication,184.36
2015-01-01,Mumbai,Clothing and Footwear,100.0
2015-02-01,Mumbai,Clothing and Footwear,100.37
2015-03-01,Mumbai,Clothing and Footwear,100.14
2015-04-01,Mumbai,Clothing and Footwear,100.18
2015-05-01,Mumbai,Clothing and Footwear,100.51
2015-06-01,Mumbai,Clothing and Footwear,100.75
2015-07-01,Mumbai,Clothing and Footwear,101.15
2015-08-01,Mumbai,Clothing and Footwear,101.61
2015-09-01,Mumbai,Clothing and Footwear,101.95
2015-10-01,Mumbai,Clothing and Footwear,102.42
2015-11-01,Mumbai,Clothing and Footwear,103.04
2015-12-01,Mumbai,Clothing and Footwear,103.19
2016-01-01,Mumbai,Clothing and Footwear,103.36
2016-02-01,Mumbai,Clothing and Footwear,103.71
2016-03-01,Mumbai,Clothing and Footwear,104.12
2016-04-01,Mumbai,Clothing and Footwear,104.54
2016-05-01,Mumbai,Clothing and Footwear,104.96
2016-06-01,Mumbai,Clothing and Footwear,105.09
2016-07-01,Mumbai,Clothing and Footwear,105.18
2016-08-01,Mumbai,Clothing and Footwear,105.62
2016-09-01,Mumbai,Clothing and Footwear,106.18
2016-10-01,Mumbai,Clothing and Footwear,106.94
2016-11-01,Mumbai,Clothing and Footwear,108.04
2016-12-01,Mumbai,Clothing and Footwear,108.74
2017-01-01,Mumbai,Clothing and Footwear,108.66
2017-02-01,Mumbai,Clothing and Footwear,108.38
2017-03-01,Mumbai,Clothing and Footwear,108.82
2017-04-01,Mumbai,Clothing and Footwear,109.77
2017-05-01,Mumbai,Clothing and Footwear,110.53
2017-06-01,Mumbai,Clothing and Footwear,110.89
2017-07-01,Mumbai,Clothing and Footwear,111.16
2017-08-01,Mumbai,Clothing and Footwear,111.55
2017-09-01,Mumbai,Clothing and Footwear,112.33
2017-10-01,Mumbai,Clothing and Footwear,112.57
2017-11-01,Mumbai,Clothing and Footwear,112.67
2017-12-01,Mumbai,Clothing and Footwear,113.59
2018-01-01,Mumbai,Clothing and Footwear,113.6
2018-02-01,Mumbai,Clothing and Footwear,113.81
2018-03-01,Mumbai,Clothing and Footwear,113.52
2018-04-01,Mumbai,Clothing and Footwear,113.59
2018-05-01,Mumbai,Clothing and Footwear,113.78
2018-06-01,Mumbai,Clothing and Footwear,113.58
2018-07-01,Mumbai,Clothing and Footwear,113.25
2018-08-01,Mumbai,Clothing and Footwear,113.44
2018-09-01,Mumbai,Clothing and Footwear,114.02
2018-10-01,Mumbai,Clothing and Footwear,114.66
2018-11-01,Mumbai,Clothing and Footwear,115.23
2018-12-01,Mumbai,Clothing and Footwear,115.71
2019-01-01,Mumbai,Clothing and Footwear,116.31
2019-02-01,Mumbai,Clothing and Footwear,116.8
2019-03-01,Mumbai,Clothing and Footwear,117.46
2019-04-01,Mumbai,Clothing and Footwear,117.63
2019-05-01,Mumbai,Clothing and Footwear,118.0
2019-06-01,Mumbai,Clothing and Footwear,118.56
2019-07-01,Mumbai,Clothing and Footwear,119.47
2019-08-01,Mumbai,Clothing and Footwear,120.3
2019-09-01,Mumbai,Clothing and Footwear,121.23
2019-10-01,Mumbai,Clothing and Footwear,122.15
2019-11-01,Mumbai,Clothing and Footwear,123.24
2019-12-01,Mumbai,Clothing and Footwear,124.6
2020-01-01,Mumbai,Clothing and Footwear,124.69
2020-02-01,Mumbai,Clothing and Footwear,125.0
2020-03-01,Mumbai,Clothing and Footwear,124.93
2020-04-01,Mumbai,Clothing and Footwear,124.61
2020-05-01,Mumbai,Clothing and Footwear,124.9
2020-06-01,Mumbai,Clothing and Footwear,125.12
2020-07-01,Mumbai,Clothing and Footwear,126.03
2020-08-01,Mumbai,Clothing and Footwear,126.96
2020-09-01,Mumbai,Clothing and Footwear,128.18
2020-10-01,Mumbai,Clothing and Footwear,128.82
2020-11-01,Mumbai,Clothing and Footwear,129.04
2020-12-01,Mumbai,Clothing and Footwear,128.94
2021-01-01,Mumbai,Clothing and Footwear,129.46
2021-02-01,Mumbai,Clothing and Footwear,129.87
2021-03-01,Mumbai,Clothing and Footwear,130.76
2021-04-01,Mumbai,Clothing and Footwear,130.9
2021-05-01,Mumbai,Clothing and Footwear,131.08
2021-06-01,Mumbai,Clothing and Footwear,131.8
2021-07-01,Mumbai,Clothing and Footwear,131.93
2021-08-01,Mumbai,Clothing and Footwear,133.29
2021-09-01,Mumbai,Clothing and Footwear,134.22
2021-10-01,Mumbai,Clothing and Footwear,134.67
2021-11-01,Mumbai,Clothing and Footwear,135.37
2021-12-01,Mumbai,Clothing and Footwear,136.35
2022-01-01,Mumbai,Clothing and Footwear,137.41
2022-02-01,Mumbai,Clothing and Footwear,138.14
2022-03-01,Mumbai,Clothing and Footwear,138.15
2022-04-01,Mumbai,Clothing and Footwear,138.6
2022-05-01,Mumbai,Clothing and Footwear,139.53
2022-06-01,Mumbai,Clothing and Footwear,140.16
2022-07-01,Mumbai,Clothing and Footwear,141.2
2022-08-01,Mumbai,Clothing and Footwear,141.83
2022-09-01,Mumbai,Clothing and Footwear,142.95
2022-10-01,Mumbai,Clothing and Footwear,143.65
2022-11-01,Mumbai,Clothing and Footwear,143.95
2022-12-01,Mumbai,Clothing and Footwear,145.08
2023-01-01,Mumbai,Clothing and Footwear,145.83
2023-02-01,Mumbai,Clothing and Footwear,146.09
2023-03-01,Mumbai,Clothing and Footwear,146.51
2023-04-01,Mumbai,Clothing and Footwear,147.02
2023-05-01,Mumbai,Clothing and Footwear,147.52
2023-06-01,Mumbai,Clothing and Footwear,148.71
2023-07-01,Mumbai,Clothing and Footwear,149.04
2023-08-01,Mumbai,Clothing and Footwear,149.8
2023-09-01,Mumbai,Clothing and Footwear,150.15
2023-10-01,Mumbai,Clothing and Footwear,150.57
2023-11-01,Mumbai,Clothing and Footwear,150.62
2023-12-01,Mumbai,Clothing and Footwear,151.12
2024-01-01,Mumbai,Clothing and Footwear,152.03
2024-02-01,Mumbai,Clothing and Footwear,152.0
2024-03-01,Mumbai,Clothing and Footwear,152.0
2024-04-01,Mumbai,Clothing and Footwear,152.63
2024-05-01,Mumbai,Clothing and Footwear,152.81
2024-06-01,Mumbai,Clothing and Footwear,152.4
2024-07-01,Mumbai,Clothing and Footwear,152.94
2024-08-01,Mumbai,Clothing and Footwear,153.97
2024-09-01,Mumbai,Clothing and Footwear,154.18
2024-10-01,Mumbai,Clothing and Footwear,155.38
2024-11-01,Mumbai,Clothing and Footwear,157.21
2024-12-01,Mumbai,Clothing and Footwear,157.56
2025-01-01,Mumbai,Clothing and Footwear,157.75
2025-02-01,Mumbai,Clothing and Footwear,158.2
2025-03-01,Mumbai,Clothing and Footwear,158.91
2025-04-01,Mumbai,Clothing and Footwear,159.7
2025-05-01,Mumbai,Clothing and Footwear,160.75
2025-06-01,Mumbai,Clothing and Footwear,161.6
2025-07-01,Mumbai,Clothing and Footwear,162.46
2025-08-01,Mumbai,Clothing and Footwear,162.93
2025-09-01,Mumbai,Clothing and Footwear,163.2
2025-10-01,Mumbai,Clothing and Footwear,163.27
2025-11-01,Mumbai,Clothing and Footwear,164.53
2025-12-01,Mumbai,Clothing and Footwear,164.72
2015-01-01,Mumbai,Education,100.0
2015-02-01,Mumbai,Education,100.74
2015-03-01,Mumbai,Education,101.45
2015-04-01,Mumbai,Education,102.02
2015-05-01,Mumbai,Education,102.58
2015-06-01,Mumbai,Education,103.34
2015-07-01,Mumbai,Education,104.24
2015-08-01,Mumbai,Education,104.87
2015-09-01,Mumbai,Education,105.45
2015-10-01,Mumbai,Education,105.47
2015-11-01,Mumbai,Education,106.2
2015-12-01,Mumbai,Education,107.51
2016-01-01,Mumbai,Education,108.34
2016-02-01,Mumbai,Education,108.66
2016-03-01,Mumbai,Education,109.06
2016-04-01,Mumbai,Education,109.59
2016-05-01,Mumbai,Education,110.44
2016-06-01,Mumbai,Education,111.36
2016-07-01,Mumbai,Education,111.96
2016-08-01,Mumbai,Education,112.79
2016-09-01,Mumbai,Education,112.97
2016-10-01,Mumbai,Education,113.29
2016-11-01,Mumbai,Education,114.32
2016-12-01,Mumbai,Education,115.0
2017-01-01,Mumbai,Education,115.62
2017-02-01,Mumbai,Education,116.13
2017-03-01,Mumbai,Education,116.9
2017-04-01,Mumbai,Education,117.76
2017-05-01,Mumbai,Education,118.6
2017-06-01,Mumbai,Education,119.28
2017-07-01,Mumbai,Education,120.17
2017-08-01,Mumbai,Education,121.08
2017-09-01,Mumbai,Education,121.99
2017-10-01,Mumbai,Education,122.16
2017-11-01,Mumbai,Education,122.88
2017-12-01,Mumbai,Education,123.47
2018-01-01,Mumbai,Education,124.38
2018-02-01,Mumbai,Education,125.43
2018-03-01,Mumbai,Education,126.22
2018-04-01,Mumbai,Education,127.67
2018-05-01,Mumbai,Education,128.34
2018-06-01,Mumbai,Education,128.41
2018-07-01,Mumbai,Education,129.14
2018-08-01,Mumbai,Education,129.74
2018-09-01,Mumbai,Education,130.41
2018-10-01,Mumbai,Education,130.98
2018-11-01,Mumbai,Education,131.89
2018-12-01,Mumbai,Education,132.72
2019-01-01,Mumbai,Education,133.69
2019-02-01,Mumbai,Education,134.05
2019-03-01,Mumbai,Education,134.68
2019-04-01,Mumbai,Education,135.67
2019-05-01,Mumbai,Education,136.07
2019-06-01,Mumbai,Education,137.3
2019-07-01,Mumbai,Education,138.11
2019-08-01,Mumbai,Education,138.57
2019-09-01,Mumbai,Education,140.1
2019-10-01,Mumbai,Education,141.59
2019-11-01,Mumbai,Education,143.09
2019-12-01,Mumbai,Education,144.18
2020-01-01,Mumbai,Education,145.59
2020-02-01,Mumbai,Education,146.56
2020-03-01,Mumbai,Education,147.3
2020-04-01,Mumbai,Education,148.36
2020-05-01,Mumbai,Education,149.54
2020-06-01,Mumbai,Education,150.76
2020-07-01,Mumbai,Education,152.05
2020-08-01,Mumbai,Education,153.05
2020-09-01,Mumbai,Education,153.45
2020-10-01,Mumbai,Education,154.86
2020-11-01,Mumbai,Education,156.3
2020-12-01,Mumbai,Education,157.35
2021-01-01,Mumbai,Education,158.01
2021-02-01,Mumbai,Education,158.98
2021-03-01,Mumbai,Education,159.9
2021-04-01,Mumbai,Education,161.06
2021-05-01,Mumbai,Education,162.5
2021-06-01,Mumbai,Education,164.11
2021-07-01,Mumbai,Education,165.77
2021-08-01,Mumbai,Education,166.84
2021-09-01,Mumbai,Education,167.59
2021-10-01,Mumbai,Education,167.42
2021-11-01,Mumbai,Education,167.92
2021-12-01,Mumbai,Education,168.45
2022-01-01,Mumbai,Education,169.19
2022-02-01,Mumbai,Education,169.92
2022-03-01,Mumbai,Education,170.37
2022-04-01,Mumbai,Education,171.47
2022-05-01,Mumbai,Education,172.63
2022-06-01,Mumbai,Education,174.37
2022-07-01,Mumbai,Education,176.33
2022-08-01,Mumbai,Education,177.14
2022-09-01,Mumbai,Education,177.99
2022-10-01,Mumbai,Education,179.64
2022-11-01,Mumbai,Education,181.34
2022-12-01,Mumbai,Education,182.77
2023-01-01,Mumbai,Education,184.3
2023-02-01,Mumbai,Education,185.96
2023-03-01,Mumbai,Education,187.61
2023-04-01,Mumbai,Education,189.68
2023-05-01,Mumbai,Education,191.7
2023-06-01,Mumbai,Education,193.04
2023-07-01,Mumbai,Education,194.41
2023-08-01,Mumbai,Education,195.1
2023-09-01,Mumbai,Education,196.13
2023-10-01,Mumbai,Education,196.73
2023-11-01,Mumbai,Education,197.92
2023-12-01,Mumbai,Education,199.81
2024-01-01,Mumbai,Education,201.57
2024-02-01,Mumbai,Education,202.45
2024-03-01,Mumbai,Education,203.94
2024-04-01,Mumbai,Education,205.17
2024-05-01,Mumbai,Education,206.36
2024-06-01,Mumbai,Education,208.46
2024-07-01,Mumbai,Education,208.95
2024-08-01,Mumbai,Education,211.23
2024-09-01,Mumbai,Education,212.57
2024-10-01,Mumbai,Education,214.06
2024-11-01,Mumbai,Education,215.05
2024-12-01,Mumbai,Education,216.44
2025-01-01,Mumbai,Education,217.55
2025-02-01,Mumbai,Education,218.48
2025-03-01,Mumbai,Education,219.81
2025-04-01,Mumbai,Education,221.41
2025-05-01,Mumbai,Education,222.81
2025-06-01,Mumbai,Education,224.62
2025-07-01,Mumbai,Education,224.52
2025-08-01,Mumbai,Education,224.86
2025-09-01,Mumbai,Education,225.3
2025-10-01,Mumbai,Education,227.14
2025-11-01,Mumbai,Education,228.58
2025-12-01,Mumbai,Education,229.76
2015-01-01,Mumbai,Food and Beverages,100.0
2015-02-01,Mumbai,Food and Beverages,98.82
2015-03-01,Mumbai,Food and Beverages,98.82
2015-04-01,Mumbai,Food and Beverages,99.9
2015-05-01,Mumbai,Food and Beverages,100.63
2015-06-01,Mumbai,Food and Beverages,101.0
2015-07-01,Mumbai,Food and Beverages,100.51
2015-08-01,Mumbai,Food and Beverages,100.85
2015-09-01,Mumbai,Food and Beverages,102.25
2015-10-01,Mumbai,Food and Beverages,102.6
2015-11-01,Mumbai,Food and Beverages,102.79
2015-12-01,Mumbai,Food and Beverages,102.81
2016-01-01,Mumbai,Food and Beverages,102.59
2016-02-01,Mumbai,Food and Beverages,103.26
2016-03-01,Mumbai,Food and Beverages,105.0
2016-04-01,Mumbai,Food and Beverages,106.67
2016-05-01,Mumbai,Food and Beverages,106.99
2016-06-01,Mumbai,Food and Beverages,106.3
2016-07-01,Mumbai,Food and Beverages,106.71
2016-08-01,Mumbai,Food and Beverages,107.98
2016-09-01,Mumbai,Food and Beverages,109.01
2016-10-01,Mumbai,Food and Beverages,109.25
2016-11-01,Mumbai,Food and Beverages,110.38
2016-12-01,Mumbai,Food and Beverages,109.72
2017-01-01,Mumbai,Food and Beverages,110.85
2017-02-01,Mumbai,Food and Beverages,111.83
2017-03-01,Mumbai,Food and Beverages,113.17
2017-04-01,Mumbai,Food and Beverages,113.61
2017-05-01,Mumbai,Food and Beverages,113.46
2017-06-01,Mumbai,Food and Beverages,112.45
2017-07-01,Mumbai,Food and Beverages,114.77
2017-08-01,Mumbai,Food and Beverages,115.94
2017-09-01,Mumbai,Food and Beverages,116.97
2017-10-01,Mumbai,Food and Beverages,118.02
2017-11-01,Mumbai,Food and Beverages,119.7
2017-12-01,Mumbai,Food and Beverages,120.99
2018-01-01,Mumbai,Food and Beverages,121.91
2018-02-01,Mumbai,Food and Beverages,122.39
2018-03-01,Mumbai,Food and Beverages,123.36
2018-04-01,Mumbai,Food and Beverages,124.66
2018-05-01,Mumbai,Food and Beverages,125.52
2018-06-01,Mumbai,Food and Beverages,126.5
2018-07-01,Mumbai,Food and Beverages,126.4
2018-08-01,Mumbai,Food and Beverages,127.71
2018-09-01,Mumbai,Food and Beverages,128.7
2018-10-01,Mumbai,Food and Beverages,130.62
2018-11-01,Mumbai,Food and Beverages,128.15
2018-12-01,Mumbai,Food and Beverages,126.32
2019-01-01,Mumbai,Food and Beverages,125.18
2019-02-01,Mumbai,Food and Beverages,125.85
2019-03-01,Mumbai,Food and Beverages,126.42
2019-04-01,Mumbai,Food and Beverages,127.05
2019-05-01,Mumbai,Food and Beverages,128.79
2019-06-01,Mumbai,Food and Beverages,129.32
2019-07-01,Mumbai,Food and Beverages,131.37
2019-08-01,Mumbai,Food and Beverages,131.88
2019-09-01,Mumbai,Food and Beverages,132.82
2019-10-01,Mumbai,Food and Beverages,134.42
2019-11-01,Mumbai,Food and Beverages,136.22
2019-12-01,Mumbai,Food and Beverages,136.68
2020-01-01,Mumbai,Food and Beverages,136.24
2020-02-01,Mumbai,Food and Beverages,137.4
2020-03-01,Mumbai,Food and Beverages,137.34
2020-04-01,Mumbai,Food and Beverages,138.0
2020-05-01,Mumbai,Food and Beverages,137.64
2020-06-01,Mumbai,Food and Beverages,138.94
2020-07-01,Mumbai,Food and Beverages,137.49
2020-08-01,Mumbai,Food and Beverages,138.05
2020-09-01,Mumbai,Food and Beverages,138.61
2020-10-01,Mumbai,Food and Beverages,141.21
2020-11-01,Mumbai,Food and Beverages,144.06
2020-12-01,Mumbai,Food and Beverages,143.95
2021-01-01,Mumbai,Food and Beverages,144.66
2021-02-01,Mumbai,Food and Beverages,144.55
2021-03-01,Mumbai,Food and Beverages,145.05
2021-04-01,Mumbai,Food and Beverages,146.09
2021-05-01,Mumbai,Food and Beverages,147.58
2021-06-01,Mumbai,Food and Beverages,151.99
2021-07-01,Mumbai,Food and Beverages,152.05
2021-08-01,Mumbai,Food and Beverages,151.12
2021-09-01,Mumbai,Food and Beverages,152.85
2021-10-01,Mumbai,Food and Beverages,154.42
2021-11-01,Mumbai,Food and Beverages,154.98
2021-12-01,Mumbai,Food and Beverages,158.86
2022-01-01,Mumbai,Food and Beverages,159.69
2022-02-01,Mumbai,Food and Beverages,159.7
2022-03-01,Mumbai,Food and Beverages,160.89
2022-04-01,Mumbai,Food and Beverages,158.82
2022-05-01,Mumbai,Food and Beverages,157.05
2022-06-01,Mumbai,Food and Beverages,156.15
2022-07-01,Mumbai,Food and Beverages,157.46
2022-08-01,Mumbai,Food and Beverages,157.87
2022-09-01,Mumbai,Food and Beverages,157.53
2022-10-01,Mumbai,Food and Beverages,158.19
2022-11-01,Mumbai,Food and Beverages,159.03
2022-12-01,Mumbai,Food and Beverages,160.02
2023-01-01,Mumbai,Food and Beverages,160.47
2023-02-01,Mumbai,Food and Beverages,160.5
2023-03-01,Mumbai,Food and Beverages,161.03
2023-04-01,Mumbai,Food and Beverages,162.0
2023-05-01,Mumbai,Food and Beverages,161.45
2023-06-01,Mumbai,Food and Beverages,163.77
2023-07-01,Mumbai,Food and Beverages,166.54
2023-08-01,Mumbai,Food and Beverages,168.34
2023-09-01,Mumbai,Food and Beverages,168.72
2023-10-01,Mumbai,Food and Beverages,170.16
2023-11-01,Mumbai,Food and Beverages,168.96
2023-12-01,Mumbai,Food and Beverages,169.19
2024-01-01,Mumbai,Food and Beverages,170.29
2024-02-01,Mumbai,Food and Beverages,170.05
2024-03-01,Mumbai,Food and Beverages,170.82
2024-04-01,Mumbai,Food and Beverages,170.49
2024-05-01,Mumbai,Food and Beverages,171.29
2024-06-01,Mumbai,Food and Beverages,168.87
2024-07-01,Mumbai,Food and Beverages,167.66
2024-08-01,Mumbai,Food and Beverages,167.39
2024-09-01,Mumbai,Food and Beverages,167.18
2024-10-01,Mumbai,Food and Beverages,167.88
2024-11-01,Mumbai,Food and Beverages,169.41
2024-12-01,Mumbai,Food and Beverages,168.93
2025-01-01,Mumbai,Food and Beverages,171.13
2025-02-01,Mumbai,Food and Beverages,171.57
2025-03-01,Mumbai,Food and Beverages,172.56
2025-04-01,Mumbai,Food and Beverages,171.99
2025-05-01,Mumbai,Food and Beverages,171.22
2025-06-01,Mumbai,Food and Beverages,171.97
2025-07-01,Mumbai,Food and Beverages,172.26
2025-08-01,Mumbai,Food and Beverages,172.78
2025-09-01,Mumbai,Food and Beverages,175.75
2025-10-01,Mumbai,Food and Beverages,177.59
2025-11-01,Mumbai,Food and Beverages,178.13
2025-12-01,Mumbai,Food and Beverages,179.54
2015-01-01,Mumbai,Fuel and Light,100.0
2015-02-01,Mumbai,Fuel and Light,99.69
2015-03-01,Mumbai,Fuel and Light,99.85
2015-04-01,Mumbai,Fuel and Light,101.22
2015-05-01,Mumbai,Fuel and Light,102.17
2015-06-01,Mumbai,Fuel and Light,103.14
2015-07-01,Mumbai,Fuel and Light,102.66
2015-08-01,Mumbai,Fuel and Light,104.05
2015-09-01,Mumbai,Fuel and Light,106.6
2015-10-01,Mumbai,Fuel and Light,108.36
2015-11-01,Mumbai,Fuel and Light,108.1
2015-12-01,Mumbai,Fuel and Light,108.78
2016-01-01,Mumbai,Fuel and Light,109.75
2016-02-01,Mumbai,Fuel and Light,111.74
2016-03-01,Mumbai,Fuel and Light,113.1
2016-04-01,Mumbai,Fuel and Light,115.05
2016-05-01,Mumbai,Fuel and Light,114.94
2016-06-01,Mumbai,Fuel and Light,114.55
2016-07-01,Mumbai,Fuel and Light,114.48
2016-08-01,Mumbai,Fuel and Light,114.81
2016-09-01,Mumbai,Fuel and Light,117.53
2016-10-01,Mumbai,Fuel and Light,117.39
2016-11-01,Mumbai,Fuel and Light,120.3
2016-12-01,Mumbai,Fuel and Light,119.7
2017-01-01,Mumbai,Fuel and Light,119.84
2017-02-01,Mumbai,Fuel and Light,119.45
2017-03-01,Mumbai,Fuel and Light,118.22
2017-04-01,Mumbai,Fuel and Light,118.67
2017-05-01,Mumbai,Fuel and Light,120.57
2017-06-01,Mumbai,Fuel and Light,120.12
2017-07-01,Mumbai,Fuel and Light,117.56
2017-08-01,Mumbai,Fuel and Light,115.61
2017-09-01,Mumbai,Fuel and Light,114.6
2017-10-01,Mumbai,Fuel and Light,114.51
2017-11-01,Mumbai,Fuel and Light,113.89
2017-12-01,Mumbai,Fuel and Light,115.53
2018-01-01,Mumbai,Fuel and Light,116.73
2018-02-01,Mumbai,Fuel and Light,117.65
2018-03-01,Mumbai,Fuel and Light,116.79
2018-04-01,Mumbai,Fuel and Light,116.97
2018-05-01,Mumbai,Fuel and Light,119.32
2018-06-01,Mumbai,Fuel and Light,120.79
2018-07-01,Mumbai,Fuel and Light,122.34
2018-08-01,Mumbai,Fuel and Light,122.13
2018-09-01,Mumbai,Fuel and Light,122.1
2018-10-01,Mumbai,Fuel and Light,119.91
2018-11-01,Mumbai,Fuel and Light,121.26
2018-12-01,Mumbai,Fuel and Light,122.44
2019-01-01,Mumbai,Fuel and Light,125.23
